en,th
lottery,ลอตเตอรี่
lottery,ลอตเตอรี่
lawrencium,ลอว์เรนเซียม
lawrencium,ลอว์เรนเซียม
latitude,ละติจูด
latitude,ละติจูด
lava,ลาวา
lava,ลาวา
lignite,ลิกไนต์
lignite,ลิกไนต์
lithium,ลิตมัส
lithium,ลิตมัส
linen,ลินิน
linen,ลินิน
lipstick,ลิปสติก
lipstick,ลิปสติก
lift,ลิฟต์
lift,ลิฟต์
lutetium,ลูทีเชียม
lutetium,ลูทีเชียม
laser,เลเซอร์
laser,เลเซอร์
lens,เลนส์
lens,เลนส์
laevulose,เลวูโลส
laevulose,เลวูโลส
lactose,แล็กโทส
lactose,แล็กโทส
lanthanum,แลนทานัม
lanthanum,แลนทานัม
volley ball,วอลเลย์บอล
volley ball,วอลเลย์บอล
vaccine,วัคซีน
vaccine,วัคซีน
watt,วัตต์
watt,วัตต์
valve,วาล์ว
valve,วาล์ว
vitamin,วิตามิน
vitamin,วิตามิน
wolfram,วุลแฟรม
wolfram,วุลแฟรม
valency,เวเลนซี
valency,เวเลนซี
virus,ไวรัส
virus,ไวรัส
violin,ไวโอลิน
violin,ไวโอลิน
ski,สกี
ski,สกี
skate,สเกต
skate,สเกต
scandium,สแกนเดียม
scandium,สแกนเดียม
strontium,สตรอนเชียม
strontium,สตรอนเชียม
strychnine,สตริกนิน
strychnine,สตริกนิน
stuff,สตัฟฟ์
stuff,สตัฟฟ์
stew,สตู
stew,สตู
steak,สเต๊ก
steak,สเต๊ก
spring,สปริง
spring,สปริง
spore,สปอร์
spore,สปอร์
spa,สปา
spa,สปา
spaghetti,สปาเกตตี
spaghetti,สปาเกตตี
spectrum,สเปกตรัม
spectrum,สเปกตรัม
spectroscope,สเปกโทรสโกป
spectroscope,สเปกโทรสโกป
switch,สวิตช์
switch,สวิตช์
serve,เสิร์ฟ
serve,เสิร์ฟ
stamp,แสตมป์
stamp,แสตมป์
vote,โหวต
vote,โหวต
oxygen,ออกซิเจน
oxygen,ออกซิเจน
oxidation,ออกซิเดชัน
oxidation,ออกซิเดชัน
oxide,ออกไซด์
oxide,ออกไซด์
ounce,ออนซ์
ounce,ออนซ์
office,ออฟฟิศ
office,ออฟฟิศ
osmium,ออสเมียม
osmium,ออสเมียม
acetylene,อะเซทิลีน
acetylene,อะเซทิลีน
adrenalin,อะดรีนาลิน
adrenalin,อะดรีนาลิน
atom,อะตอม
atom,อะตอม
amoeba,อะมีบา
amoeba,อะมีบา
Americium,อะเมริเซียม
Americium,อะเมริเซียม
angstrom,อังสตรอม
angstrom,อังสตรอม
ultraviolet,อัลตราไวโอเลต
ultraviolet,อัลตราไวโอเลต
Argon,อาร์กอน
Argon,อาร์กอน
arm,อาร์ม
arm,อาร์ม
yttrium,อิตเทรียม
yttrium,อิตเทรียม
ytterbium,อิตเทอร์เบียม
ytterbium,อิตเทอร์เบียม
insulin,อินซูลิน
insulin,อินซูลิน
Indium,อินเดียม
Indium,อินเดียม
infrared,อินฟราเรด
infrared,อินฟราเรด
emulsion,อิมัลชัน
emulsion,อิมัลชัน
iridium,อิริเดียม
iridium,อิริเดียม
electron,อิเล็กตรอน
electron,อิเล็กตรอน
electronics,อิเล็กทรอนิกส์
electronics,อิเล็กทรอนิกส์
electone,อิเล็กโทน
electone,อิเล็กโทน
imam,อิหม่าม
imam,อิหม่าม
ether,อีเทอร์
ether,อีเทอร์
X-rays,เอกซเรย์
X-rays,เอกซเรย์
acre,เอเคอร์
acre,เอเคอร์
ethyl alcohol,เอทิลแอลกอฮอล์
ethyl alcohol,เอทิลแอลกอฮอล์
enzyme,เอนไซม์
enzyme,เอนไซม์
embryo,เอ็มบริโอ
embryo,เอ็มบริโอ
Erbium,เออร์เบียม
Erbium,เออร์เบียม
booth,บูท
booth,บูท
cover,คัฟเวอร์
cover,คัฟเวอร์
cartoon,การ์ตูน
cartoon,การ์ตูน
whisky,วิสกี้
whisky,วิสกี้
Actinium,แอกทิเนียม
Actinium,แอกทิเนียม
antigen,แอนติเจน
antigen,แอนติเจน
antibody,แอนติบอดี
antibody,แอนติบอดี
anode,แอโนด
anode,แอโนด
ampere,แอมแปร์
ampere,แอมแปร์
ammeter,แอมมิเตอร์
ammeter,แอมมิเตอร์
ammonia,แอมโมเนีย
ammonia,แอมโมเนีย
alcohol,แอลกอฮอล์
alcohol,แอลกอฮอล์
Astatine,แอสทาทีน
Astatine,แอสทาทีน
aspirin,แอสไพริน
aspirin,แอสไพริน
asphalt,แอสฟัลต์
asphalt,แอสฟัลต์
oak,โอ๊ก
oak,โอ๊ก
ozone,โอโซน
ozone,โอโซน
Olympic,โอลิมปิก
Olympic,โอลิมปิก
ohm,โอห์ม
ohm,โอห์ม
ohmmeter,โอห์มมิเตอร์
ohmmeter,โอห์มมิเตอร์
oasis,โอเอซิส
oasis,โอเอซิส
isotope,ไอโซโทป
isotope,ไอโซโทป
Einsteinium,ไอน์สไตเนียม
Einsteinium,ไอน์สไตเนียม
ion,ไอออน
ion,ไอออน
Iodine,ไอโอดีน
Iodine,ไอโอดีน
hockey,ฮอกกี้
hockey,ฮอกกี้
hormone,ฮอร์โมน
hormone,ฮอร์โมน
Holland,ฮอลแลนด์
Holland,ฮอลแลนด์
Hollanda,ฮอลันดา
Hollanda,ฮอลันดา
Hun,ฮั่น
Hun,ฮั่น
harem,ฮาเร็ม
harem,ฮาเร็ม
hahnium,ฮาห์เนียม
hahnium,ฮาห์เนียม
hippopo-tamus,ฮิปโปโปเตมัส
hippopo-tamus,ฮิปโปโปเตมัส
hysteria,ฮิสทีเรีย
hysteria,ฮิสทีเรีย
helium,ฮีเลียม
helium,ฮีเลียม
hectare,เฮกตาร์
hectare,เฮกตาร์
haemoglobin,เฮโมโกลบิน
haemoglobin,เฮโมโกลบิน
heroin,เฮโรอีน
heroin,เฮโรอีน
helicopter,เฮลิคอปเตอร์
helicopter,เฮลิคอปเตอร์
hurricane,เฮอริเคน
hurricane,เฮอริเคน
hertz,เฮิรตซ์
hertz,เฮิรตซ์
handball,แฮนด์บอล
handball,แฮนด์บอล
Hafnium,แฮฟเนียม
Hafnium,แฮฟเนียม
ham,แฮม
ham,แฮม
hotel,โฮเต็ล
hotel,โฮเต็ล
holmium,โฮลเมียม
holmium,โฮลเมียม
hygrometer,ไฮโกรมิเตอร์
hygrometer,ไฮโกรมิเตอร์
hydra,ไฮดรา
hydra,ไฮดรา
hydrocarbon,ไฮโดรคาร์บอน
hydrocarbon,ไฮโดรคาร์บอน
hydrogen,ไฮโดรเจน
hydrogen,ไฮโดรเจน
hydrogen sulphide,ไฮโดรเจนซัลไฟด์
hydrogen sulphide,ไฮโดรเจนซัลไฟด์
hydrogen peroxide,ไฮโดรเจนเพอร์ออกไซด์
hydrogen peroxide,ไฮโดรเจนเพอร์ออกไซด์
hydrometer,ไฮโดรมิเตอร์
hydrometer,ไฮโดรมิเตอร์
hi–fi,ไฮไฟ
hi–fi,ไฮไฟ
microwave,ไมโครเวฟ
microwave,ไมโครเวฟ
footpath,ฟุตพาท
footpath,ฟุตพาท
Skype,สไกป์
Skype,สไกป์
check,เช็ก
check,เช็ก
stainless steel,สเตนเลสสตีล
stainless steel,สเตนเลสสตีล
clip,คลิป
clip,คลิป
ascorbic acid,กรดแอสคอร์บิก
ascorbic acid,กรดแอสคอร์บิก
video clip,วิดีโอคลิป
video clip,วิดีโอคลิป
theoretical,ทีออเรทิคัล
theoretical,ทีออเรทิคัล
acetic acid,แอซีติกแอซิด
acetic acid,แอซีติกแอซิด
indicator,อินดิเคเตอร์
indicator,อินดิเคเตอร์
update,อัปเดต
update,อัปเดต
profile,โพรไฟล์
profile,โพรไฟล์
triclosan,ไทรโคลแซน
triclosan,ไทรโคลแซน
yeast,ยีสต์
yeast,ยีสต์
dough,โด
dough,โด
dextrose,เดกซ์โทรส
dextrose,เดกซ์โทรส
amylase enzyme,เอนไซม์แอมีเลส
amylase enzyme,เอนไซม์แอมีเลส
